time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
4/7/2020 23:30,0,0,0,0,0,0,1,,4/6/2020 18:25,3.535533906,7.071067812,4.242640687,0,0.707106781,0,2,,4/6/2020 18:50,0.816496581,2.401388487,2.738612788,1.966384161,2.42899156,0.957427108,3,,4/8/2020 9:00,1.488416815,1.347124192,1.260596115,0,1.172330574,1.496284197,4,,4/7/2020 10:30,0,0,0,0,0,0,5,,4/6/2020 17:30,0,0,0,0,0,0,6,,,,,,,,,,,4/6/2020 17:55,3.535533906,3.461523199,3.023715784,0,2.642374473,0.487950036,8,,4/6/2020 19:25,0.707106781,0,5.656854249,1.414213562,2.121320344,0,9,,4/7/2020 20:20,0,0,0,0,0,0,10,,4/8/2020 12:20,0.658652814,0.635933774,0.664211164,0.727606875,0.664211164,1.374665735,11,,4/8/2020 4:10,0,0,0,0,0,0,12,,4/8/2020 9:50,1.698415551,1.898524586,1.911503637,0,1.823232246,0.755928946,13,,4/7/2020 3:10,0,0,0,0,0,0,14,,4/6/2020 17:10,0.46291005,2.449489743,0.744023809,0,0.744023809,0.487950036,15,,4/7/2020 11:35,0,0,0,0,0,0,16,,4/8/2020 11:00,0.5,0.774596669,0.573730483,0,0.75,0.981070844,17,,4/7/2020 15:05,0,0,0,0,0,0,18,,4/7/2020 8:55,5.656854249,3.535533906,2.828427125,0,0,0,19
4/7/2020 23:35,0,0,0,0,0,0,1,,4/6/2020 18:30,3,2.380476143,4.573474245,0,4.645786622,0.577350269,2,,4/6/2020 18:55,1.414213562,0,0.707106781,0.707106781,0.707106781,0,3,,4/8/2020 9:05,1.313107951,1.166152394,1.087531265,0,1.301672831,1.705635243,4,,4/7/2020 10:50,0,0,0,0,0,0,5,,4/6/2020 17:35,5.163977795,3.614784456,3.209361307,1.471960144,2.639444386,0,6,,,,,,,,,,,4/6/2020 18:00,0,0,0.577350269,0,0.577350269,0,8,,4/6/2020 19:30,0,0,0.707106781,0,0.707106781,0.707106781,9,,4/7/2020 20:40,0,0,0,0,0,0,10,,4/8/2020 12:25,0.78173596,0.833333333,0.5,0.5,0.600925213,1.481365736,11,,4/8/2020 4:30,0,0,0,0,0,0,12,,4/8/2020 9:55,1.625973816,1.608799333,1.84709629,3.535533906,1.748949264,1.032795559,13,,4/7/2020 3:15,0,0,0,0,0,0,14,,4/6/2020 17:15,1.060660172,1.690308509,1.726888201,0,0.755928946,0,15,,4/7/2020 11:50,0,0,0,0,0,0,16,,4/8/2020 11:05,0.718184846,0.788068926,0.510417786,0,0.550119604,0.812727701,17,,4/7/2020 15:10,0,0,0,0,0,0,18,,4/7/2020 9:30,2.081665999,3.605551275,0.577350269,0,2,0,19
4/7/2020 23:45,0,0,0,0,0,0,1,,4/6/2020 18:35,0,0,0,0,0,0,2,,4/6/2020 19:05,0.577350269,0.577350269,0.577350269,0.577350269,0.577350269,0.577350269,3,,4/8/2020 9:10,1.143144119,1.400808392,1.223460398,0,1.618485976,1.721544519,4,,4/7/2020 11:10,0,0,0,0,0,0,5,,4/6/2020 17:40,0,0,0,0,0.957427108,0.5,6,,,,,,,,,,,4/6/2020 18:05,4.024922359,4.219004622,3.391164992,0,0.836660027,0.577350269,8,,4/6/2020 19:40,0,4.618802154,4.932882862,3.464101615,3.785938897,0,9,,4/7/2020 20:50,0,0,0,0,0,0,10,,4/8/2020 12:30,0.942809042,2.319003617,1.619327707,0.737864787,1.776388346,1.269295518,11,,4/8/2020 4:40,0,0,0,0,0,0,12,,4/8/2020 10:00,1.62761261,1.982378511,1.67715995,0,1.820930936,0.666666667,13,,4/7/2020 3:40,0,0,0,0,0,0,14,,4/6/2020 17:20,0,0,0.707106781,0,0.707106781,0,15,,4/7/2020 12:10,2.828427125,2.828427125,1.414213562,0.707106781,2.828427125,0,16,,4/8/2020 11:10,0.751067616,0.898717034,0.707106781,0,0.707106781,1.126601424,17,,4/7/2020 15:20,0,0,0,0,0,0,18,,4/7/2020 9:45,1.414213562,1.414213562,4.949747468,0,0.707106781,0,19
4/7/2020 23:55,0,0,0,0,0,0,1,,4/6/2020 18:40,7.071067812,0.707106781,4.242640687,0,0.707106781,0,2,,4/6/2020 19:10,3.535533906,2.121320344,1.414213562,5.656854249,2.828427125,0.707106781,3,,4/8/2020 9:15,1.187542172,1.198918568,1.194980704,4.949747468,1.1134716,1.40391072,4,,4/7/2020 12:20,0,0,0,0,0,0,5,,4/6/2020 17:45,0,0,0.577350269,0,0.577350269,0,6,,,,,,,,,,,4/6/2020 18:10,4.582575695,3.898717738,3.646916506,0,3.78153408,0,8,,4/6/2020 19:45,0,0,0,0,0,0,9,,4/7/2020 20:55,4.949747468,3.535533906,2.828427125,0,2.121320344,0,10,,4/8/2020 12:35,0.894427191,0.516397779,0.98319208,0.516397779,0.752772653,1.834847859,11,,4/8/2020 4:45,0,0,0,0,0,0,12,,4/8/2020 10:05,1.509230856,1.740051085,2.397915762,0,1.589898669,0.957427108,13,,4/7/2020 3:50,0,0,0,0,0,0,14,,4/6/2020 17:25,0.707106781,0,0,0,0.707106781,0,15,,4/7/2020 12:20,0,0,0,0,0,0,16,,4/8/2020 11:15,0.823272602,0.737864787,0.516397779,0,0.788810638,0.849836586,17,,4/7/2020 15:30,0,0,0,0,0,0,18,,4/7/2020 9:55,0,0,0,0,0,0,19
4/8/2020 0:50,2.121320344,2.121320344,0.707106781,0.707106781,4.949747468,0,1,,4/6/2020 18:45,0,0.707106781,0,0,0.707106781,0,2,,4/6/2020 19:15,0,0,0,0,0,0,3,,4/8/2020 9:20,1.131329786,1.253334692,1.247762225,0,1.375916968,1.65155753,4,,4/7/2020 12:30,0,0,0,0,0,0,5,,4/6/2020 17:50,4.193248542,4.760952286,3.774917218,4.272001873,1.707825128,0,6,,,,,,,,,,,4/6/2020 18:15,0.547722558,0,0.447213595,0,0.836660027,0,8,,4/6/2020 19:55,2.121320344,3.535533906,2.121320344,2.828427125,4.949747468,0,9,,4/7/2020 21:10,0,0,0,0,0,0,10,,4/8/2020 12:40,0.603022689,0.687551651,0.687551651,0.646669791,0.53935989,1.778661397,11,,4/8/2020 5:10,0,0,0,0,0,0,12,,4/8/2020 10:10,1.445997611,2.10338832,1.864744682,0,1.497472618,0.707106781,13,,4/7/2020 3:55,0,0,0,0,0,0,14,,4/6/2020 17:30,0,0,0,0,0,0,15,,4/7/2020 12:30,0,0,0,0,0,0,16,,4/8/2020 11:20,2.534379001,1.881079886,0.755928946,0,0.928782732,1.126601424,17,,4/7/2020 16:00,0,0,0,0,0,0,18,,4/7/2020 10:00,0,0.707106781,0.707106781,0,2.121320344,0,19
4/8/2020 1:45,0.707106781,4.949747468,0.707106781,5.656854249,3.535533906,0,1,,4/6/2020 19:00,3.346640106,2.607680962,3.049590136,0,2.738612788,0.577350269,2,,4/6/2020 19:20,4,0.577350269,1,3.464101615,1.527525232,0,3,,4/8/2020 9:25,1.270857728,1.376892637,1.48328986,0,1.20174724,1.602329653,4,,4/7/2020 12:50,0,0,0,0,0,0,5,,4/6/2020 17:55,3,4.787135539,3.559026084,1.914854216,4.425306016,0,6,,,,,,,,,,,4/6/2020 18:20,0.577350269,0,0.577350269,0,0,0,8,,4/6/2020 20:00,2.516611478,3.511884584,3.464101615,4.163331999,1.527525232,0,9,,4/7/2020 21:50,0,0,0,0,0,0,10,,4/8/2020 12:45,0.875595036,0.666666667,0.483045892,0.666666667,1.135292424,1.433720878,11,,4/8/2020 5:20,0,0,0,0,0,0,12,,4/8/2020 10:15,1.846811925,2.121320344,2,0,2.065879266,2.217355783,13,,4/7/2020 4:25,0,0,0,0,0,0,14,,4/6/2020 17:35,0,0.577350269,0.577350269,0,0,0.577350269,15,,4/7/2020 12:55,3.535533906,3.535533906,1.414213562,2.121320344,1.414213562,0,16,,4/8/2020 11:25,0.900336637,0.792961461,0.621581561,0,0.738548946,0.900336637,17,,4/7/2020 16:20,0,0,0,0,0,0,18,,4/7/2020 10:05,0,0,0,0,0,0,19
4/8/2020 2:30,0,0,0,0,0,0,1,,4/6/2020 19:05,0.707106781,0,0,0,0,0,2,,4/6/2020 19:25,2.121320344,1.414213562,5.656854249,4.242640687,1.414213562,0,3,,4/8/2020 9:30,1.055050384,1.281965032,1.173357438,2.828427125,1.299572579,1.65816011,4,,4/7/2020 13:20,0,0,0,0,0,0,5,,4/6/2020 18:00,1.414213562,0.707106781,4.242640687,1.414213562,2.828427125,0.707106781,6,,,,,,,,,,,4/6/2020 18:25,0.547722558,1.264911064,3.488074923,0,2.943920289,0.5,8,,4/6/2020 20:05,4.582575695,2.081665999,3.511884584,4.041451884,2,0.707106781,9,,4/7/2020 22:15,0,0,0,0,0,0,10,,4/8/2020 12:50,0.577350269,0.377964473,0.816496581,0.899735411,0.951189731,1.511857892,11,,4/8/2020 6:25,0,0,0,0,0,0,12,,4/8/2020 10:20,1.418136492,1.494434118,1.523883927,0,1.418136492,1.364225462,13,,4/7/2020 4:30,0,0,0,0,0,0,14,,4/6/2020 17:40,5.773502692,4.932882862,2.081665999,0,2.645751311,0.707106781,15,,4/7/2020 13:10,0,0,0,0,0,0,16,,4/8/2020 11:30,0.662993544,0.615727926,0.801783726,0,0.699293207,0.699293207,17,,4/7/2020 16:55,0,0,0,0,0,0,18,,4/7/2020 10:40,0,0,0,0,0,0,19
4/8/2020 2:50,3.535533906,3.535533906,0.707106781,2.828427125,0.707106781,0,1,,4/6/2020 19:10,0,0,7.071067812,0,2.121320344,0,2,,4/6/2020 19:35,0,0,0,0,0,0,3,,4/8/2020 9:35,1.088043374,1.271813043,1.185774264,0,1.197078374,1.584223567,4,,4/7/2020 13:30,0,0,0,0,0,0,5,,4/6/2020 18:05,4.618802154,0,5.507570547,4.358898944,2.645751311,0.577350269,6,,,,,,,,,,,4/6/2020 18:30,0,0,0,0,0,0,8,,4/6/2020 20:10,0,0,0,0,0,0,9,,4/7/2020 22:20,0,0,0,0,0,0,10,,4/8/2020 12:55,1.722401424,1.169045194,1.224744871,1.516575089,0.836660027,2.049390153,11,,4/8/2020 6:35,0,0,0,0,0,0,12,,4/8/2020 10:25,1.397276262,1.764733893,1.245945806,0,1.552264091,0.738548946,13,,4/7/2020 4:55,0,0,0,0,0,0,14,,4/6/2020 17:45,0,0,0,0,0,0,15,,4/7/2020 13:25,0,0,0,0,0,0,16,,4/8/2020 11:35,0.70064905,0.786245393,0.809039835,0,0.70064905,1.167748416,17,,4/7/2020 17:25,0,0,0,0,0,0,18,,4/7/2020 10:45,0,0,0,0,0,0,19
4/8/2020 3:00,0,0,0,0,0,0,1,,4/6/2020 19:15,2.828427125,5.656854249,0.707106781,0,0.707106781,0,2,,4/6/2020 19:40,0.707106781,0.707106781,0,0.707106781,0.707106781,0,3,,4/8/2020 9:40,1.335840652,1.341262105,1.145129143,1.414213562,1.41293013,1.775800969,4,,4/7/2020 13:40,0,0,0,0,0,0,5,,4/6/2020 18:10,0.577350269,0.577350269,0,0.577350269,0.577350269,0.577350269,6,,,,,,,,,,,4/6/2020 18:35,0.5,0,0.577350269,0,0.957427108,0.5,8,,4/6/2020 20:30,0.707106781,4.949747468,1.414213562,3.535533906,3.535533906,0,9,,4/7/2020 22:45,0,0,0,0,0,0,10,,4/8/2020 13:00,2.035400978,2.439750182,1.380131119,2.193062655,1.397276262,1.643167673,11,,4/8/2020 7:25,0,0,0,0,0,0,12,,4/8/2020 10:30,1.349897115,1.649915823,1.943650632,0,1.100504935,1.799470822,13,,4/7/2020 5:30,0,0,0,0,0,0,14,,4/6/2020 17:50,2.836272985,1.567021236,3.741657387,0,2.213594362,0.46291005,15,,4/7/2020 13:35,0,0,0,0,0,0,16,,4/8/2020 11:40,0.83452296,0.916125381,0.640869944,0,0.707106781,1.195228609,17,,4/7/2020 18:20,0.707106781,3.535533906,4.949747468,0,3.535533906,0,18,,4/7/2020 10:50,2.828427125,2.828427125,3.535533906,0,3.535533906,0,19
4/8/2020 3:25,0,0,0,0,0,0,1,,4/6/2020 19:20,2.828427125,4.242640687,6.363961031,0,0.707106781,0,2,,4/6/2020 19:45,0.707106781,3.535533906,0,1.414213562,2.828427125,0,3,,4/8/2020 9:45,1.345185418,1.434428745,1.19198133,0,1.109208411,1.615950396,4,,4/7/2020 14:10,0,0,0,0,0,0,5,,4/6/2020 18:15,0,0.5,0.5,0.577350269,0.577350269,0.5,6,,,,,,,,,,,4/6/2020 18:40,0.5,0.5,0.5,0,1.290994449,0.5,8,,4/6/2020 20:45,0,0,0,0,0,0,9,,4/7/2020 22:50,0,0,0,0,0,0,10,,4/8/2020 13:05,0.377964473,0.690065559,0.816496581,0.690065559,0.690065559,1.704336206,11,,4/8/2020 7:40,0,0,0,0,0,0,12,,4/8/2020 10:35,2.050498831,1.898963034,1.505042031,0,1.99240984,1.341640786,13,,4/7/2020 5:45,0,0,0,0,0,0,14,,4/6/2020 17:55,4.033343172,2.199837656,3.758324095,0,2.777460299,0.40824829,15,,4/7/2020 13:40,0,0,0,0,0,0,16,,4/8/2020 11:45,0.957427108,0.816496581,0.5,0,0.816496581,0.816496581,17,,4/7/2020 18:40,0,0,0,0,0,0,18,,4/7/2020 10:55,0,0,0,0,0,0,19
4/8/2020 3:40,0,0,0,0,0,0,1,,4/6/2020 19:25,0,0,0,0,0,0,2,,4/6/2020 19:50,0,0,0,0,0,0,3,,4/8/2020 9:50,1.307576421,1.220755464,1.313624663,0,0.988963488,1.536943435,4,,4/7/2020 14:20,0,0,0,0,0,0,5,,4/6/2020 18:25,0.894427191,0.547722558,4.472135955,2.607680962,2.19089023,0.5,6,,,,,,,,,,,4/6/2020 18:45,0,0.577350269,0.577350269,0,0.577350269,0.577350269,8,,4/6/2020 21:00,0,0,0,0,0,0,9,,4/7/2020 22:55,0.707106781,6.363961031,4.949747468,0,4.242640687,0,10,,4/8/2020 13:10,0.866025404,0.78173596,0.881917104,0.600925213,0.600925213,1.130388331,11,,4/8/2020 7:55,0,0,0,0,0,0,12,,4/8/2020 10:40,1.552647509,1.642080562,1.690308509,0,1.767766953,0.547722558,13,,4/7/2020 6:50,0,0,0,0,0,0,14,,4/6/2020 18:00,3.785938897,4.932882862,1.732050808,0,2.886751346,0,15,,4/7/2020 14:00,0,0,0,0,0,0,16,,4/8/2020 11:50,0.671038298,0.764719113,0.936585812,0,0.535303379,0.95828005,17,,4/7/2020 19:00,0.707106781,3.535533906,2.121320344,0,2.121320344,0,18,,4/7/2020 11:05,0,0,0,0,0,0,19
4/8/2020 3:45,0,0,0,0,0,0,1,,4/6/2020 19:35,0,0,0,0,0,0,2,,4/6/2020 19:55,0,0,0,0,0,0,3,,4/8/2020 9:55,1.227546755,1.235486569,1.429824277,0,1.311036257,1.704830843,4,,4/7/2020 15:00,5.656854249,2.828427125,0,1.414213562,4.242640687,0,5,,4/6/2020 18:30,0,0,0,0,0,0,6,,,,,,,,,,,4/6/2020 18:50,1.892969449,3,2.645751311,0,2.872281323,0,8,,4/6/2020 21:05,0,0,0,0,0,0,9,,4/7/2020 23:00,0,0,0,0,0,0,10,,4/8/2020 13:15,2.121320344,0,0,0.707106781,0,1.414213562,11,,4/8/2020 8:25,0,0,0,0,0,0,12,,4/8/2020 10:45,1.3634421,1.601281538,1.732050808,0,1.850155919,2,13,,4/7/2020 6:55,3.535533906,2.828427125,0.707106781,0,4.242640687,0,14,,4/6/2020 18:05,6.363961031,5.656854249,2.121320344,0,1.414213562,0,15,,4/7/2020 14:05,2.828427125,1.414213562,4.242640687,2.828427125,2.121320344,0,16,,4/8/2020 11:55,0.816496581,0.690065559,0.951189731,0,0.816496581,0.975900073,17,,4/7/2020 19:15,0,0,0,0,0,0,18,,4/7/2020 11:15,3.214550254,1,3.055050463,0,1,0,19
4/8/2020 4:10,0,0,0,0,0,0,1,,4/6/2020 19:40,6.363961031,5.656854249,3.535533906,0,0,0,2,,4/6/2020 20:00,0,0,0,0,0,0,3,,4/8/2020 10:00,1.460593487,1.251279538,1.323332056,0,1.343439957,1.508750643,4,,4/7/2020 15:35,0,0,0,0,0,0,5,,4/6/2020 18:40,2.872281323,1.892969449,5,2.872281323,4.193248542,0.577350269,6,,,,,,,,,,,4/6/2020 18:55,0,0,0,0,0.707106781,0,8,,4/6/2020 21:10,0.707106781,0.707106781,2.828427125,2.121320344,0.707106781,0,9,,4/7/2020 23:10,0,0,0,0,0,0,10,,4/8/2020 13:20,0.957427108,0.957427108,0.5,0,0.957427108,1.892969449,11,,4/8/2020 8:35,1.463850109,2.340126167,0.755928946,0,1.618347187,0.752772653,12,,4/8/2020 10:50,1.509230856,1.763834207,1.900292375,0,1.870828693,1.897366596,13,,4/7/2020 7:40,0,0,0,0,0,0,14,,4/6/2020 18:10,0,0,0,0,0,0,15,,4/7/2020 14:20,0,0,0,0,0,0,16,,4/8/2020 12:00,0.699205899,0.421637021,0.788810638,0,0.823272602,1.032795559,17,,4/7/2020 19:25,0,0,0,0,0,0,18,,4/7/2020 11:35,4.949747468,1.414213562,0,0,7.071067812,0,19
4/8/2020 4:20,0,0,0,0,0,0,1,,4/6/2020 19:45,0,0,0,0,0,0,2,,4/6/2020 20:05,0.707106781,4.242640687,1.414213562,2.121320344,3.535533906,0,3,,4/8/2020 10:05,1.355789162,1.273285529,1.393740319,2.121320344,1.299014863,1.649037195,4,,4/7/2020 15:40,0,0,0,0,0,0,5,,4/6/2020 18:45,4.932882862,5.773502692,5.773502692,5.507570547,2,0.707106781,6,,,,,,,,,,,4/6/2020 19:00,6.363961031,4.242640687,5.656854249,0,4.242640687,0,8,,4/6/2020 21:20,0,0,0,0,0,0,9,,4/8/2020 0:05,0,0,0,0,0,0,10,,4/8/2020 13:25,0.707106781,0.600925213,1.092906421,0.707106781,0.927960727,1.301708279,11,,4/8/2020 8:40,0.809507894,0.636634142,0.998104264,0,0.846114112,0.790569415,12,,4/8/2020 10:55,2.263583337,1.684664726,1.869555588,0,2.133630932,1.908627031,13,,4/7/2020 8:20,0,0,0,0,0,0,14,,4/6/2020 18:15,0.577350269,0,0.577350269,0,0.577350269,0.577350269,15,,4/7/2020 14:35,0,0,0,0,0,0,16,,4/8/2020 12:05,0.666666667,0.5,0.833333333,0,0.666666667,1.013793755,17,,4/7/2020 19:30,0,0,0,0,0,0,18,,4/7/2020 11:55,0,0,0,0,0,0,19
4/8/2020 4:25,0,0,0,0,0,0,1,,4/6/2020 19:50,5.656854249,0,1.414213562,0,4.242640687,0,2,,4/6/2020 20:10,0,0,0,0,0,0,3,,4/8/2020 10:10,1.174682885,1.453999351,1.445714387,0,1.411024802,1.769898212,4,,4/7/2020 15:45,0,0,0,0,0,0,5,,4/6/2020 18:50,4.242640687,4.242640687,6.363961031,2.121320344,5.656854249,0,6,,,,,,,,,,,4/6/2020 19:05,6.363961031,2.121320344,4.949747468,0,4.949747468,0,8,,4/6/2020 21:30,3.214550254,3.605551275,3.785938897,3.214550254,3.464101615,0,9,,4/8/2020 0:25,0,0,0,0,0,0,10,,4/8/2020 13:30,1.516575089,2.387467277,1.949358869,0.836660027,2.387467277,0.816496581,11,,4/8/2020 8:45,0.609271796,0.722998805,0.626135332,0,0.501890366,0.585493835,12,,4/8/2020 11:00,1.603567451,1.807721534,1.414213562,0,1.488047618,2.049390153,13,,4/7/2020 8:45,0,0,0,0,0,0,14,,4/6/2020 18:20,3.774917218,3.862210075,4.716990566,0,3.829708431,0,15,,4/7/2020 15:20,0,0,0,0,0,0,16,,4/8/2020 12:10,0.792961461,0.717740563,0.717740563,0,0.651338947,0.866025404,17,,4/7/2020 19:35,0,0,0,0,0,0,18,,4/7/2020 12:55,0,0,0,0,0,0,19
4/8/2020 4:30,0,0,0,0,0,0,1,,4/6/2020 19:55,0,0,0,0,0,0,2,,4/6/2020 20:20,1.414213562,2.121320344,2.121320344,2.121320344,2.828427125,0,3,,4/8/2020 10:15,1.281352832,1.25,1.240739507,0,1.251090794,1.899182677,4,,4/7/2020 15:50,0,0,0,0,0,0,5,,4/6/2020 18:55,0,0,0.577350269,0,1.154700538,0.577350269,6,,,,,,,,,,,4/6/2020 19:10,0.707106781,0.707106781,0.707106781,0,0.707106781,0,8,,4/6/2020 21:35,4.949747468,4.949747468,0.707106781,0.707106781,0.707106781,0,9,,4/8/2020 0:35,0,0,0,0,0,0,10,,4/8/2020 13:35,0.833333333,0.866025404,0.833333333,1.269295518,0.600925213,1.013793755,11,,4/8/2020 8:50,0.774596669,0.682548911,0.7740842,0,0.632455532,0.632455532,12,,4/8/2020 11:05,1.509230856,1.5,1.481365736,0,1.414213562,2.48997992,13,,4/7/2020 9:25,0,0,0,0,0,0,14,,4/6/2020 18:25,4,2.5,4.69041576,0,1.414213562,0.577350269,15,,4/7/2020 15:55,0,0,0,0,0,0,16,,4/8/2020 12:15,0.707106781,0.833333333,0.666666667,0,0.927960727,0.866025404,17,,4/7/2020 20:30,0,0,0,0,0,0,18,,4/7/2020 13:05,0,0,0,0,0,0,19
4/8/2020 4:40,0,0,0,0,0,0,1,,4/6/2020 20:00,3.947573094,4.031128874,4.856267428,0,3.201562119,0.577350269,2,,4/6/2020 20:30,2.121320344,0,3.535533906,1.414213562,4.242640687,0,3,,4/8/2020 10:20,1.251948835,1.352040748,1.393850476,0,1.251948835,2.287415464,4,,4/7/2020 16:10,4.242640687,0.707106781,0,2.828427125,5.656854249,0,5,,4/6/2020 19:00,5.773502692,0.577350269,1.154700538,2.886751346,1.527525232,0,6,,,,,,,,,,,4/6/2020 19:15,7.071067812,6.363961031,3.535533906,0,3.535533906,0,8,,4/6/2020 21:40,0,0,0,0,0,0,9,,4/8/2020 1:25,0,0,0,0,0,0,10,,4/8/2020 13:40,0.816496581,0.816496581,1.154700538,1.258305739,0.5,1.825741858,11,,4/8/2020 8:55,0.5,0.708444733,0.788170109,0,0.728219081,0.863835703,12,,4/8/2020 11:10,1.414213562,2.828427125,2.121320344,0,2.828427125,0,13,,4/7/2020 9:35,0.707106781,3.535533906,3.535533906,0,2.121320344,0,14,,4/6/2020 18:30,4.991659711,4.242640687,5.5,0,4.573474245,0,15,,4/7/2020 16:05,3.535533906,0.707106781,2.828427125,6.363961031,3.535533906,0,16,,4/8/2020 12:20,0.377964473,0.377964473,0.755928946,0,0.899735411,0.816496581,17,,4/7/2020 20:40,0,0,0,0,0,0,18,,4/7/2020 13:15,0,0,0,0,0,0,19
4/8/2020 5:40,0,0,0,0,0,0,1,,4/6/2020 20:05,0,0,0,0,0,0,2,,4/6/2020 20:35,0,0,0,0,0,0,3,,4/8/2020 10:25,1.253325386,1.140036348,1.350553876,0,1.229267817,2.038736914,4,,4/7/2020 17:05,0,0,0,0,0,0,5,,4/6/2020 19:05,0,0,0,0,0,0,6,,,,,,,,,,,4/6/2020 19:20,0,0,0.707106781,0,0.707106781,0,8,,4/6/2020 21:50,0,0,0,0,0,0,9,,4/8/2020 1:55,0,0,0,0,0,0,10,,4/8/2020 13:45,0.707106781,0.707106781,0,0.707106781,0.707106781,0.707106781,11,,4/8/2020 9:00,0.690065559,0.639247897,0.690065559,0,0.717600283,0.668877839,12,,4/8/2020 11:15,1.341640786,2.073644135,1.643167673,0,1.643167673,1.707825128,13,,4/7/2020 10:05,0,0,0,0,0,0,14,,4/6/2020 18:35,5.656854249,0.707106781,7.071067812,0,1.414213562,0,15,,4/7/2020 16:20,0,0,0,0,0,0,16,,4/8/2020 12:25,0.78173596,1.054092553,0.866025404,0,0.971825316,1.054092553,17,,4/7/2020 20:45,0,0,0,0,0,0,18,,4/7/2020 13:20,1.414213562,0,0,0,1.414213562,0,19
4/8/2020 6:25,0,0.707106781,0,2.828427125,2.121320344,0,1,,4/6/2020 20:20,0,0,0,0,0,0,2,,4/6/2020 20:40,4.163331999,1.527525232,1.154700538,0.577350269,3.785938897,0,3,,4/8/2020 10:30,1.245666122,1.410924689,1.522002776,0,1.092950699,2.039676137,4,,4/7/2020 17:10,0,0,0,0,0,0,5,,4/6/2020 19:10,0.957427108,4.856267428,5,2.5,2,0,6,,,,,,,,,,,4/6/2020 19:25,2.121320344,0.707106781,2.828427125,0,0.707106781,0,8,,4/6/2020 21:55,0,0,0,0,0,0,9,,4/8/2020 2:00,0,0,0,0,0,0,10,,4/8/2020 13:50,0.577350269,0,0.577350269,1,0,0,11,,4/8/2020 9:05,0.879049073,0.737179994,0.737179994,0,0.794552158,0.804030252,12,,4/8/2020 11:20,1.370320319,1.0749677,2.002775851,0,1.813529401,1.414213562,13,,4/7/2020 10:35,0,0,0,0,0,0,14,,4/6/2020 18:40,4.932882862,5.033222957,4.041451884,0,3,0.707106781,15,,4/7/2020 16:40,0,0,0,0,0,0,16,,4/8/2020 12:30,0.40824829,0.632455532,0.752772653,0,1.095445115,1.048808848,17,,4/7/2020 20:55,0,0,0,0,0,0,18,,4/7/2020 13:30,0,0,0,0,0,0,19
4/8/2020 6:45,3.535533906,1.414213562,3.535533906,2.828427125,0.707106781,0,1,,4/6/2020 20:25,0,0,0,0,0,0,2,,4/6/2020 20:45,0,0,0,0,0,0,3,,4/8/2020 10:35,1.20153159,1.13512367,1.104327954,0,1.272611579,1.988472526,4,,4/7/2020 17:15,0,0,0,0,0,0,5,,4/6/2020 19:15,0.707106781,0.707106781,0.707106781,0,1.414213562,0.707106781,6,,,,,,,,,,,4/6/2020 19:30,0,0,0,0,0,0,8,,4/6/2020 22:00,0,0,0,0,0,0,9,,4/8/2020 2:05,0,0,0,0,0,0,10,,4/8/2020 14:00,0.726483157,0.78173596,0.600925213,0.666666667,0.927960727,1.269295518,11,,4/8/2020 9:10,0.739296087,0.931529006,0.870106327,0,0.70662949,0.794719414,12,,4/8/2020 11:25,1.293339581,1.967924611,1.549193338,0,1.375103302,2.167124494,13,,4/7/2020 11:25,0,0,0,0,0,0,14,,4/6/2020 18:45,7.071067812,4.949747468,4.949747468,0,4.242640687,0,15,,4/7/2020 16:50,0,0,0,0,0,0,16,,4/8/2020 12:35,0.707106781,0.707106781,0.755928946,0,0.46291005,1.164964745,17,,4/7/2020 21:00,0,0,0,0,0,0,18,,4/7/2020 13:50,0,0,0,0,0,0,19
